Text;Category
#SantrichTrinidadTeEspera ¿será que somos tan de buenas y le dan pena de muerte a este hijo de puta narcoterrorista?;FAVOR
¿Por qué los LGTB no protestan contra países que tienen pena de muerte contra los homosexuales? #ElRepasadorPy https://t…;AGAINST
Para estas cosas lo mejor sería que se apruebe la pena de muerte y así de a poquito se van exterminando a estas bazofias…;FAVOR
Una pala a cada uno hasta q se hagan viejos y se mueran. Nada de pena de muerte, que garpen de por vida y ha…;AGAINST
La pena de muerte se aplica en caso de delitos mayores. Asesinos, violadores, etc. No a delitos menores, como los raperos que se cagan, de forma camuflada, en los muertos de esta sociedad de mierda.;FAVOR
"SI LEGALIZAN EL ABORTO, Q LEGALICEN LA PENA DE MUERTE. SI VAMOS A MATAR INOCENTES Q NO HAN PODIDO HACER NADA; MATEMOS…";FAVOR
Ministerio de Justicia: PENA DE MUERTE A LOS ASESINOS - ¡Firma la petición! ;FAVOR
Los mismos que ignoran que la pena de muerte en Estados Unidos no ha impedido los asesinatos. Es sed de sangre, disfrazada de…;AGAINST
Si sos elegis la mano dura, apoyas la pena de muerte etc dejame de seguir bloqueame o lo que sea. Gracias;AGAINST
Que la PENA DE MUERTE y la CADENA PERPETUA funcionan lo podéis comprobar viendo las noticias de EEUU. Allí no hay asesina…;FAVOR
Este país se está llenando de peligrosos antisistemas: pena de muerte, supresion de autonomías (regiones o estados), dig…;AGAINST
#VenezuelaExigeJuicioAMaduroYA El cucuteño usurpador merece la pena de muerte en plaza pública a manos del pueblo y el ojo por ojo al resto de los choros rojos que están plenamente identificados, donde quiera que se escondan,como hicieron los israelíes con los nazis;FAVOR
Diputada RN que quiere reponer la pena de muerte realizó estafa por 50 millones de pesosr #mesacentral…;AGAINST
"Tanto que se oponen a la prisión permanente los ""buenistas"", en España ya hay una pena de muerte legalizada que todos los a…";FAVOR
Mira en EEUU lo bien protegidos que están los niños con su cadena perpetua y pena de muerte...;AGAINST
Que Dios me perdone, pero voto por la pena de muerte. Esta gente respira, come, consume recursos, ocupa espacio, todo par…;FAVOR
de la pena de muerte ejecutada por estado eh, le pasa a mi hijo y la ejecuto yo??;FAVOR
Ya no se puede ser un racista de mierda y pedir la pena de muerte con una antorcha en la mano sin que te llamen facha :(;AGAINST
Para organizar este mierdero en Colombia PENA DE MUERTE A ASESINOS, SECUESTRADORES, NARCOS, CORRUPTOS Y LADRONES . en ese orden de ideas nos quedamos sin @SenadoGovCo @CamaraColombia jejejejeje;FAVOR
La ejecución de dos tiros al chófer solo reafirma que la pena de muerte está en plena vigencia en Argentina, solo que la…;FAVOR
Es una verdadera pena de muerte a un INOCENTE. ;AGAINST
Con la pena de muerte evitaremos la violencia en la sociedad y los presos de hoy en día son todos padres agustinos;FAVOR
PENA DE MUERTE LENTA Y QUE SUFRA;FAVOR
Estoy AGAINSTtra del aborto y a FAVORor de la pena de muerte, usted me entiende https://t.co/T6LVh0Af6w;AGAINST
Maldito enfermo PENA DE MUERTE YAAAAAAAAAA;FAVOR
"Es más o menos la misma mentalidad de los que promueven la pena de muerte. Dónde no importa tanto el resultado total de una acción (y las consecuencias sociales) sino que se ""castigue"" a quien se piensa responsable";AGAINST
QUE LASTIMA QUE NO HAY PENA DE MUERTE PARA PERSONAS QUE PIENSAN COMO UNA ANIMAL COMO TU...BESTIA! OJALA Y NUNCA TENGAS HIJOS NO FAMILIA QUE LEA LO QUE ESCRIBISTE, ERES UNA VERGUENZA DE LA RAZA HUMANA!;FAVOR
Ya no se puede ser un racista de mierda y pedir la pena de muerte con una antorcha en la mano sin que te llamen facha :(;AGAINST
Pues nada, ahora apoyar la pena de muerte, 2 millones de catalanes fusilados y el paro disminuye.;AGAINST
Parece que estas 2 basuras, son los que asesinaron al pobre colectivero Gran momento para poner la pena de muerte ! htt…;FAVOR
"SI LEGALIZAN EL ABORTO, Q LEGALICEN LA PENA DE MUERTE. SI VAMOS A MATAR INOCENTES Q NO HAN PODIDO HACER NADA; MATEMOS…";FAVOR
Legalizen la pena de muerte para los hijos de puta que arruinan a una familia en un segundo..;FAVOR
¿Si se pide la pena de muerte para los asesinos de niños, también se pide para los políticos y militares que han bombardeado numerosos países asesinando a muchos? ¿Para los explotadores que los asesinan de hambre?;AGAINST
#buenmartes Vos opinas RT los dos asesinos del chófer merecen la pena de muerte FV que le den unos años como ahora y salga 2…;FAVOR
PESCAITO , D.E.P. PENA DE MUERTE , YA...;FAVOR
La cadena perpetua y la pena de muerte no son un debate, excepto que aún no hayas aprobado ética en la ESO o seas un fascista.;AGAINST
No me voy a cansar de decir que tiene que existir la pena de muerte en Argentina, me chupa un huevo que piensen lo contrar…;FAVOR
si hay algo más lamentable que el motivo del #ParoDeColectivos es leer gente pidiendo chocobares y pena de muerte. lo…;AGAINST
En vez de luchar por abortar bebés, luchen y hagan esas marchas para que se apruebe la pena de muerte para asesinos y vi…;FAVOR
Gracias al amarillismo hay gente pidiendo la pena de muerte. Claro, lumbreras, pide la pena de muerte en un país en el que t…;AGAINST
Represión a su más alto nivel a estos terroristas desgraciados #pena de muerte..;FAVOR
Pienso lo mismo. En ese caso yo merecería la pena de muerte por lo que hablo de Keiko con mis patas. https://t.co/VkR7eR8rhv;AGAINST
Piden pena de muerte para el asesino del instituto de Florida. ¿Creéis que la pena de muerte en EEUU ha hecho descender los índices de criminalidad alguna vez? Porque lo cierto es que no. Y yo sé que es difícil ver a través de la ira con ciertos casos pero los datos hablan;AGAINST
Proponen castración química y pena de muerte para violadores de niños, comparte si estás de acuerdo, de esta manera sabremos cuanta gente está de acuerdo en que se haga justicia - Guia natural y ecológica;FAVOR
Estoy AGAINSTtra de la pena de muerte pero MUY a FAVORor de la perpetua efectiva. Encuentren a estos hdp y que paguen de po…;AGAINST
Si se pueden abortar (matar) a criaturas inocentes, me resulta de toda lógica reactivar pena de muerte para violadores, pe…;FAVOR
"Después de todo el odio, las peticiones de pena de muerte, la jauría de ""Entregadnosla"" tiene que llegar la persona que más esta…";AGAINST
"SI LEGALIZAN EL ABORTO, Q LEGALICEN LA PENA DE MUERTE. SI VAMOS A MATAR INOCENTES Q NO HAN PODIDO HACER NADA; MATEMOS…";FAVOR
Lo q se le debe aplicar a este personaje es la pena de muerte;FAVOR
por eso al pedir que se implemente la pena de muerte te convertís en lo mismo q ellos;AGAINST
Si sos elegis la mano dura, apoyas la pena de muerte etc dejame de seguir bloqueame o lo que sea. Gracias;AGAINST
Gente expulsando odio extremo pidiendo cadena perpetua y pena de muerte. Y todo a pesar del mensaje de la madre de Gabriel. Os voy a dar dos datos para que explique mejor ese odio: Mujer y negra;AGAINST
Piden pena de muerte para el asesino del instituto de Florida. ¿Creéis que la pena de muerte en EEUU ha hecho descender los…;AGAINST
Para muchos que yo pida pena de muerte para asesinos de niños es cavernario e incivilizado, pero que este pida un tiro en…;FAVOR
Quiero en Argentina la pena de muerte para los asesinos;FAVOR
¿Y la pena de muerte para cuando?;FAVOR
La cadena perpetua y la pena de muerte no son un debate, excepto que aún no hayas aprobado ética en la ESO o seas un fascista.;AGAINST
¿A los asesinados como se les revisa la condena de pena de muerte sentenciada y ejecutada por sus asesinos?. ¿Ustedes señorías y señoríos?;FAVOR
¡DE SEGURO MAS DE UN CAPO DEL CARTEL DE LOS SOLES ARRUGÓ LA CARA! Trump pretende aplicar pena de muerte a responsables d…;FAVOR
Precisamente porque la pena de muerte y la cadena perpetua me parece una aberración, es por lo que estoy de acuerdo con la…;AGAINST
"SI LEGALIZAN EL ABORTO, Q LEGALICEN LA PENA DE MUERTE. SI VAMOS A MATAR INOCENTES Q NO HAN PODIDO HACER NADA; MATEMOS…";FAVOR
"No a la prisión permanente revisable..
SI A LA PENA DE MUERTE!!";FAVOR
Si se pueden abortar (matar) a criaturas inocentes, me resulta de toda lógica reactivar pena de muerte para violadores, pe…;FAVOR
"El ""A por ellos"" o el ""Entregadnosla, pena de muerte, pena de muerte"" no se diferencian mucho del ""Hereje hideputa"" o ""Que arda,…";AGAINST
Por que con el mismo enfasis, no se trata la pena de muerte sobre violadores y asesinos que destruyen a tantas familias? Los mismos que defienden los ddhh de los asesinos, piden por el aborto de inocentes. Hipocritas;FAVOR
"SI LEGALIZAN EL ABORTO, Q LEGALICEN LA PENA DE MUERTE. SI VAMOS A MATAR INOCENTES Q NO HAN PODIDO HACER NADA; MATEMOS…";FAVOR
#buenmartesVos opinasRT los dos asesinos del chófer merecen la pena de muerteFV que le den unos años como ahora y salga 2…;FAVOR
#SiFueraPresidente pondria pena de muerte a violadores y subiría todas las penas para los ladrones;FAVOR
En colombia la pena de muerte si existe, se aplicada a líderes sociales, reclamantes de tierra y a todo aquel que sea testigo y vaya AGAINSTtra de Èl, sistema corrupto.;AGAINST
La prisión permanente es un gasto innecesario. PENA DE MUERTE.;FAVOR
¿Os imagináis que hubiera existido la pena de muerte cuando acusaron a Dolores Vázquez?  No se puede legislar con las v…;AGAINST
Quiero en Argentina la pena de muerte para los asesinos;FAVOR
"En este país quieren pena de muerte, pero no eutanasia ni aborto porque ""Solo Dios da y quita la vida"".";AGAINST
¿Qué tal que a Santrich le apliquen la pena de muerte prometida por Trump a los narcotraficantes…;FAVOR
Ya no se puede ser un racista de mierda y pedir la pena de muerte con una antorcha en la mano sin que te llamen facha :(;AGAINST
Toda plata tirada a la basura. Ni con la pena de muerte esa mierda paga el daño;FAVOR
si hay algo más lamentable que el motivo del #ParoDeColectivos es leer gente pidiendo chocobares y pena de muerte. lo…;AGAINST
Para ser más incongruentes (como si eso fuera posible) a los de si a la vida solo les faltaría pedir la pena de muerte par…;AGAINST
"Otro secuestro del ""Guacho""!Ya dije que si no aplican pena de muerte a esos delincuentes no se acabará el problema!";FAVOR
RT SI CREES QUE DEBERÍA HABER PENA DE MUERTE POR CASOS COMO EL DE GABRIEL ??;FAVOR
 Estoy AGAINSTtra de la pena de muerte, de los linchamientos, del negocio de la víscera y de la casquería, del no respeto al d…;AGAINST
"Molt enduriment de les penes, molt cadena perpetua, molt ""yo a este: pena de muerte""... ""piensa ens las víctimas""Però castigar a TORTURADORS i ASSASSINS franquistes... d'això res.";AGAINST
Cuanto falta para que venga un poder judicial con huevos y habilite la pena de muerte?;FAVOR
¿Qué tal que a Santrich le apliquen la pena de muerte prometida por Trump a los narcotraficantes…;FAVOR
¿Si se pide la pena de muerte para los asesinos de niños, también se pide para los políticos y militares que han bombardeado numerosos países asesinando a muchos? ¿Para los explotadores que los asesinan de hambre?;AGAINST
¿Os imagináis que hubiera existido la pena de muerte cuando acusaron a Dolores Vázquez?  No se puede legislar con las v…;AGAINST
Este país se está llenando de peligrosos antisistemas: pena de muerte, supresion de autonomías (regiones o estados), dig…;AGAINST
RT SI CREES QUE DEBERÍA HABER PENA DE MUERTE POR CASOS COMO EL DE GABRIEL ??;FAVOR
Si algun dia se instaura la pena de muerte en españa este tiene q ser si o si el q estrene la camilla.;FAVOR
Nos llaman nazis, asesinas, dicen que aplicamos la pena de muerte, fundamentan bajo una moral religiosa y argumentan con…;FAVOR
Gracias al amarillismo hay gente pidiendo la pena de muerte. Claro, lumbreras, pide la pena de muerte en un país en el que t…;AGAINST
Trump se declara a FAVORor de la pena de muerte para los narcotraficantes y culpa a ciudad refugio por propagación deL fentanilo;FAVOR
"Prisión permanente revisable?
PENA DE MUERTE Y INCINERACIÓN!!";FAVOR
Estáis muy a FAVORor de la pena de muerte pero la eutanasia es una aberración.;AGAINST
RT SI CREES QUE DEBERÍA HABER PENA DE MUERTE POR CASOS COMO EL DE GABRIEL ??;FAVOR
RT SI CREES QUE DEBERÍA HABER PENA DE MUERTE POR CASOS COMO EL DE GABRIEL ??;FAVOR
@noticiAmerica Cuando lo encuentren y vaya a q cárcel q lo violen y luego lo maten ya q no hay pena de muerte.;FAVOR
Gracias al amarillismo hay gente pidiendo la pena de muerte. Claro, lumbreras, pide la pena de muerte en un país en el que t…;AGAINST
En EEUU con cadena perpetúa y pena de muerte, en varios estados, solo desde el…;FAVOR
¿Por qué los LGTB no protestan contra países que tienen pena de muerte contra los homosexuales? #ElRepasadorPy https://t…;AGAINST
En USA hay pena de muerte, y casi todos los días hay asesinatos y masacres;AGAINST
"Una consulta! Podría formar parte militante del feminismo teniendo como bandera ""PENA DE MUERTE A VIOLADORES Y...  ABUSADORES"" y estar AGAINSTtra del aborto? Puedo disentir con algunas cosas pero ser feminista? Osea, me considero feminista mucho más que otras que si militan en una organización, por ejemplo y los que en verdad me conocen desde tiempos memorables, desde la escuela por ahi, creo que podrán dar fe de esto. A ver si me sacan de las dudas por FAVORor! Gracias";FAVOR
 Va a implementar la pena de muerte en colombia pregunta brayan rodriguez ya es hora para violadores de niños  #ElPaísD…;FAVOR
Y dicen que la pena de muerte esta mal, pero si los re cagaria a tiros ;FAVOR
"La pena de muerte ya existió; la tortura también; la presunción de culpabilidad también; los juicios secretos también...…";AGAINST
RT SI CREES QUE DEBERÍA HABER PENA DE MUERTE POR CASOS COMO EL DE GABRIEL ??;FAVOR
En este mundo quieren pena de muerte, pero no eutanasia ni aborto por que “Solo dios da y quita la vida”;AGAINST
Mucho aborto legal, pero la pena de muerte para violadores para cuando?;FAVOR
Por eso en EEUU con la pena de muerte instaurada no hay delitos. Son populistas de la peor condición. https://t.co/KPJl…;AGAINST
"SI LEGALIZAN EL ABORTO, Q LEGALICEN LA PENA DE MUERTE. SI VAMOS A MATAR INOCENTES Q NO HAN PODIDO HACER NADA; MATEMOS…";FAVOR
RT SI CREES QUE DEBERÍA HABER PENA DE MUERTE POR CASOS COMO EL DE GABRIEL ??;FAVOR
¿Qué tal que a Santrich le apliquen la pena de muerte prometida por Trump a los narcotraficantes…;FAVOR
terruca tu a la carcel tambien y si hay pena d muerte mucho mejor, no nos olvidamos de ti lacra;FAVOR
"El ""A por ellos"" o el ""Entregadnosla, pena de muerte, pena de muerte"" no se diferencian mucho del ""Hereje hideputa"" o ""Que arda,…";AGAINST
"Molt enduriment de les penes, molt cadena perpetua, molt ""yo a este: pena de muerte""... ""piensa ens las víctimas""Però castigar a TORTURADORS i ASSASSINS franquistes... d'això res.";AGAINST
ESPAÑOLES: PENA DE MUERTE PARA ASESINOS Y PEDERASTAS - ¡Firma la petición! ;FAVOR
¡DE SEGURO MAS DE UN CAPO DEL CARTEL DE LOS SOLES ARRUGÓ LA CARA! Trump pretende aplicar pena de muerte a responsables d…;FAVOR
¿Si se pide la pena de muerte para los asesinos de niños, también se pide para los políticos y militares que han bombardeado numerosos países asesinando a muchos? ¿Para los explotadores que los asesinan de hambre?;AGAINST
Amo el no conectar dos neuronas que aplican todos cuando piden pena de muerte como si nada. Se están quejando de que matan a a…;AGAINST
¡DE SEGURO MAS DE UN CAPO DEL CARTEL DE LOS SOLES ARRUGÓ LA CARA! Trump pretende aplicar pena de muerte a responsables d…;FAVOR
Gracias al amarillismo hay gente pidiendo la pena de muerte. Claro, lumbreras, pide la pena de muerte en un país en el que t…;AGAINST
En lugar de tratar la legalización del aborto ya es hora que se trate la pena de muerte para esta clase de basuras de mierda. Tremendos hdp !!!. QEPD pobre tipo.;FAVOR
QUE HDP!!!!! Para estos casos, PENA DE MUERTE. Una vida por otra.;FAVOR
Este país se está llenando de peligrosos antisistemas: pena de muerte, supresion de autonomías (regiones o estados), dig…;AGAINST
Un sacerdote español, a FAVORor de la pena de muerte para casos como el del pequeño Gabriel;FAVOR
Gracias al amarillismo hay gente pidiendo la pena de muerte. Claro, lumbreras, pide la pena de muerte en un país en el que t…;AGAINST
Cuando legalicen el aborto también espero que lo hagan con la cadena perpetua y la pena de muerte :V;FAVOR
"Antes de estudiar Derecho era una más de los que piden la ""pena de muerte"" de Ana Julia, Miguel Carcaño, etc. Imaginad c…";FAVOR
#VenezuelaExigeJuicioAMaduroYA El cucuteño usurpador merece la pena de muerte en plaza pública a manos del pueblo y el ojo por ojo al resto de los choros rojos que están plenamente identificados, donde quiera que se escondan,como hicieron los israelíes con los nazis;FAVOR
Para cuando la pena de muerte en argentina? O van a citar este tw diciendo que no es la solución? Que son personas que no…;FAVOR
Espero no sea obra de un show para llamar la a atención. Pdt: pena de muerte seria una pena ideal;FAVOR
Va a implementar la pena de muerte en colombia pregunta brayan rodriguez ya es hora para violadores de niños  #ElPaísD…;FAVOR
"SI LEGALIZAN EL ABORTO, Q LEGALICEN LA PENA DE MUERTE. SI VAMOS A MATAR INOCENTES Q NO HAN PODIDO HACER NADA; MATEMOS…";FAVOR
Debería de ser pena de muerte;FAVOR
Esa multitud gritando “pena de muerte” mientras da botes y saluda a cámara descojonándose me ha helado la sangre. No se,…;AGAINST
En serio estas planteando la pena de muerte?;AGAINST
"Molt enduriment de les penes, molt cadena perpetua, molt ""yo a este: pena de muerte""... ""piensa ens las víctimas""Però castigar a TORTURADORS i ASSASSINS franquistes... d'això res.";AGAINST
¿Si se pide la pena de muerte para los asesinos de niños, también se pide para los políticos y militares que han bombardeado numerosos países asesinando a muchos? ¿Para los explotadores que los asesinan de hambre?;AGAINST
A la gente que justifica la pena de muerte con un “y si fuera tu hijo?”, recordarles que en EEUU la tasa de sentencias er…;AGAINST
Por eso en paises comunistas la pena de muerte no existe. Y en paises democraticos como USA tampoco.;AGAINST
"""La pena de muerte marca el límite de lo que una sociedad está dispuesta a tolerar. Luego si no hay pena de muerte es que…";FAVOR
Gracias al amarillismo hay gente pidiendo la pena de muerte. Claro, lumbreras, pide la pena de muerte en un país en el que t…;AGAINST
"""La pena de muerte marca el límite de lo que una sociedad está dispuesta a tolerar. Luego si no hay pena de muerte es que…";FAVOR
Cuando en Derecho Constitucional escucho estudiantes justificar la pena de muerte los imagino así ;AGAINST
La única solución a los chorros,asesinos y violadores de mierda es la pena de muerte.;FAVOR
Para cuando la pena de muerte en argentina? O van a citar este tw diciendo que no es la solución? Que son personas que no…;FAVOR
LOS QUE PIDEN CADENA PERPETUA O PENA DE MUERTE SON IGUAL O MAS ASESINOS QUE LA PROPIA ASESINA, PEDIMOS PENA DE MUERTE PARA COSPEDAL QUE HIZO ESTO Y MUCHOS MÁS;AGAINST
LA PRISIÓN PERMANENTE REVISABLE ME LA TRAE AL PAIRO, HAY QUE ALIMENTARLOS Y CEBARLOS , LA PENA DE MUERTE , TE LIBRA DE ESE…;FAVOR
RT SI CREES QUE DEBERÍA HABER PENA DE MUERTE POR CASOS COMO EL DE GABRIEL ??;FAVOR
RT SI CREES QUE DEBERÍA HABER PENA DE MUERTE POR CASOS COMO EL DE GABRIEL ??;FAVOR
La única solución es pena de muerte a los corruptos! Asi como han asesinado a miles de Mexican@s por este flagelo. Con esta medida desde los  regidores hasta el Presidente de la Republica dejarán de causar mas daño y empobrecer a las familias Mexicanas. Y darse vida de Reyes!;FAVOR
¿Os imagináis que hubiera existido la pena de muerte cuando acusaron a Dolores Vázquez?  No se puede legislar con las v…;AGAINST
Mientras sigamos con la doctrina Zaffaroni y el ejecutivo no tenga huevos para promover pena de muerte y tolerancia 0 seguir…;FAVOR
Los del verde no son los que pedían pena de muerte a plagiarios? ;AGAINST
Yo veo más problema que la cadena perpetua revisable o no, o incluso que la pena de muerte, el talante de muchos de los que la exigen. La piden para aplicarla ellos, siendo ellos jueces y jurados.;AGAINST
Argentina haría buen filtro si aplicara la pena de muerte, el que mata debe morir. Lo pensé siempre. ;FAVOR
La pena de muerte no funciona en ningún lugar del mundo. Y acá los jueces son más de darle salidas transitorias a un violador de nenitas de 8 años.;AGAINST
Por que no hacemos legal la pena de muerte para violadores asesinos golpeadores, ya que quieren hacer legal matar a a un ser inocente, matemos a los q se lo merecen también;AGAINST
MIRADME QUÉ BUENA PERSONA SOY QUE PIDO PENA DE MUERTE PARA LA GENTE MALA ;AGAINST
Ya no se puede ser un racista de mierda y pedir la pena de muerte con una antorcha en la mano sin que te llamen facha :(;AGAINST
#buenmartesVos opinasRT los dos asesinos del chófer merecen la pena de muerteFV que le den unos años como ahora y salga 2…;FAVOR
¿Por qué los LGTB no protestan contra países que tienen pena de muerte contra los homosexuales? #ElRepasadorPy https://t…;AGAINST
MIRADME QUÉ BUENA PERSONA SOY QUE PIDO PENA DE MUERTE PARA LA GENTE MALA ;AGAINST
Así, con educación se va a todas partes. Golpistas y asco que le damos. Si se pone una toga aprueba la pena de muerte…;AGAINST
Este país se está llenando de peligrosos antisistemas: pena de muerte, supresion de autonomías (regiones o estados), dig…;AGAINST
Uy, una mujer negra asesina un niño y exigís pena de muerte a los cuatro ventos. Hombres asesinan a sus parejas e hijos ca…;AGAINST
no le den carcel  delen pena de muerte , que seria colombia  sin la DEA;FAVOR
Este país se está llenando de peligrosos antisistemas: pena de muerte, supresion de autonomías (regiones o estados), dig…;AGAINST
Este país se está llenando de peligrosos antisistemas: pena de muerte, supresion de autonomías (regiones o estados), dig…;AGAINST
Para ser más incongruentes (como si eso fuera posible) a los de si a la vida solo les faltaría pedir la pena de muerte par…;AGAINST
“Cómo uní a la gente y pedí que Guinea aboliera la pena de muerte” #11Abr Lee cómo este hecho demostró la importancia del poder popular. Fue la primera vez que tantas ONG se unían para hacer campaña sobre un tema;AGAINST
"SI LEGALIZAN EL ABORTO, Q LEGALICEN LA PENA DE MUERTE. SI VAMOS A MATAR INOCENTES Q NO HAN PODIDO HACER NADA; MATEMOS…";FAVOR
Para mi, tienen que legalizar la pena de muerte para todos los pedófilos, violadores y las basuras que lastiman a l;FAVOR
Este país se está llenando de peligrosos antisistemas: pena de muerte, supresion de autonomías (regiones o estados), dig…;AGAINST
En EEUU, hay pena de muerte y los asesinatos no han descendido un ápice.;AGAINST
Ya no se puede ser un racista de mierda y pedir la pena de muerte con una antorcha en la mano sin que te llamen facha :(;AGAINST
¿Por qué los LGTB no protestan contra países que tienen pena de muerte contra los homosexuales? #ElRepasadorPy https://t…;AGAINST
Yo pido por proyecto de ley la pena de muerte. Los que se condenan a la pena de muerte son los que delinquen y se exponen…;FAVOR
Cuanta razón tienes paisano … PENA DE MUERTE YA y problema solucionado , ahora que a la cárcel y en unos años a la calle y encima sin estar rehabilitada y a volver a cometer otra atrocidad. Repito , a quien corresponda :PENA DE MUERTE , YA...;FAVOR
La cadena perpetua y la pena de muerte no son un debate, excepto que aún no hayas aprobado ética en la ESO o seas un fascista.;AGAINST
Que vuelva la pena de muerte ;FAVOR
Un dia te hacen una campaña provida contra el aborto y a la semana siguiente apoyan la pena de muerte. Que difícil es ser una…;AGAINST
#LaCafeteraContraElOdio Con la pena de muerte EE UU logro parar los crímenes?, NO, siguen las cárceles llenas y h…;AGAINST
"mi hermano compartió en facebook ""si vamos a legalizar el aborto también legalicemos la pena de muerte, si vamos a mat…";AGAINST
RT SI CREES QUE DEBERÍA HABER PENA DE MUERTE POR CASOS COMO EL DE GABRIEL ??;FAVOR
Mientras sigamos con la doctrina Zaffaroni y el ejecutivo no tenga huevos para promover pena de muerte y tolerancia 0 seguir…;FAVOR
 Instauró @YoconYunes la pena de muerte en Veracruz? Dio a sus policías -como lo hizo antes Javier Duarte- instruccione…;AGAINST
"""La pena de muerte marca el límite de lo que una sociedad está dispuesta a tolerar. Luego si no hay pena de muerte es que…";FAVOR
Todavía no he leído un argumento válido AGAINSTtra de la PPR ni de la cadena perpetua. Sí contra la pena de muerte.;AGAINST
Prisión permanente revisable? PENA DE MUERTE Y INCINERACIÓN!!;FAVOR
Necesito alguien que me convenza de que determinados seres no merecen la pena de muerte.;FAVOR
¿Si se pide la pena de muerte para los asesinos de niños, también se pide para los políticos y militares que han bombardeado numerosos países asesinando a muchos? ¿Para los explotadores que los asesinan de hambre?;AGAINST
Ah perdón no entendí, es asi quieren pena de muerte por q no  Soportan ver gente pobre, los odian, en vez de darles herramientas para q cambien su vida, buscan la mas facil que np hace bien ni a unp ni a otro;AGAINST
Gracias al amarillismo hay gente pidiendo la pena de muerte. Claro, lumbreras, pide la pena de muerte en un país en el que t…;AGAINST
¡DE SEGURO MAS DE UN CAPO DEL CARTEL DE LOS SOLES ARRUGÓ LA CARA! Trump pretende aplicar pena de muerte a responsables d…;FAVOR
Ojalá anduvierais pidiendo también pena de muerte y cadena perpetua por cada niño muerto en el Mediterráneo.;AGAINST
#VenezuelaExigeJuicioAMaduroYA El cucuteño usurpador merece la pena de muerte en plaza pública a manos del pueblo y el ojo por ojo al resto de los choros rojos que están plenamente identificados, donde quiera que se escondan,como hicieron los israelíes con los nazis;FAVOR
Estoy a FAVORor de la pena de muerte y no me vengan a decir que es demasiado, que hay otras formas de solucionar las cosas,…;FAVOR
La pena de muerte deberia ser la condena para todos estos criminales que no solo asesinan a personas, tambien asesinan la paz y la esperanza de mi bella Colombia!;FAVOR
Ya no se puede ser un racista de mierda y pedir la pena de muerte con una antorcha en la mano sin que te llamen facha :(;AGAINST
#NoCuentaComoSentimiento Decir que ahora estás apoyando a los niños del SENAME, cuando exigiste pena de muerte a varios en el pasado.;AGAINST
Quien se creen que son para decidir sobre la vida de la otra persona? Que negros del orto, se merecen la pena de muerte y me…;FAVOR
Vale, venga. Pues cadena perpetua a todo el mundo. Y pena de muerte. Y a lapidar. Y que el quién lo decida el Estado...;AGAINST
Tendria que existir la pena de muerte en este pais, no puede ser que un tipo laburador termine de esta manera por dos n…;FAVOR
¿Si se pide la pena de muerte para los asesinos de niños, también se pide para los políticos y militares que han bombardeado numerosos países asesinando a muchos? ¿Para los explotadores que los asesinan de hambre?;AGAINST
Para cuando van a legalizar la pena de muerte? Podría ser ya.. ?;FAVOR
#buenmartesVos opinasRT los dos asesinos del chófer merecen la pena de muerteFV que le den unos años como ahora y salga 2…;FAVOR
Ya no se puede ser un racista de mierda y pedir la pena de muerte con una antorcha en la mano sin que te llamen facha :(;AGAINST
#VenezuelaExigeJuicioAMaduroYA El cucuteño usurpador merece la pena de muerte en plaza pública a manos del pueblo y el ojo por ojo al resto de los choros rojos que están plenamente identificados, donde quiera que se escondan,como hicieron los israelíes con los nazis;FAVOR
Si ven que vaca ladrona no olvida el portillo pena de muerte para ese perro hijo de puta por descarado;FAVOR
Espera a que se atrevan a proponer la pena de muerte por el garrote vil.;AGAINST
Pedimos pena de muerte para estas escorias ;FAVOR
¡DE SEGURO MAS DE UN CAPO DEL CARTEL DE LOS SOLES ARRUGÓ LA CARA! Trump pretende aplicar pena de muerte a responsables d…;FAVOR
Los que están AGAINSTtra del aborto son los mismos que piden pena de muerte para los delincuentes, que esperan que haga un pibito no querido en lo que seguro va a ser una familia (si es que llega a tener una) disfuncional donde no va a tener acceso a educación, recreación, salud ?;AGAINST
Trump aboga por la pena de muerte para los traficantes de drogas-;FAVOR
Estoy AGAINSTtra de la pena de muerte pero MUY a FAVORor de la perpetua efectiva. Encuentren a estos hdp y que paguen de po…;AGAINST
#VenezuelaExigeJuicioAMaduroYA El cucuteño usurpador merece la pena de muerte en plaza pública a manos del pueblo y el ojo por ojo al resto de los choros rojos que están plenamente identificados, donde quiera que se escondan,como hicieron los israelíes con los nazis;FAVOR
¿Por qué los LGTB no protestan contra países que tienen pena de muerte contra los homosexuales? #ElRepasadorPy https://t…;AGAINST
Y dicen que la pena de muerte esta mal, pero si los re cagaria a tiros ;FAVOR
Si legalizan el aborto que legalicen la pena de muerte. Si vamos a matar inocentes que no han podido hacer nada, matem…;FAVOR
No me voy a cansar de decir que tiene que existir la pena de muerte en Argentina, me chupa un huevo que piensen lo contrar…;FAVOR
Por eso en EEUU con la pena de muerte instaurada no hay delitos. Son populistas de la peor condición. https://t.co/KPJl…;AGAINST
#VenezuelaExigeJuicioAMaduroYA El cucuteño usurpador merece la pena de muerte en plaza pública a manos del pueblo y el ojo por ojo al resto de los choros rojos que están plenamente identificados, donde quiera que se escondan,como hicieron los israelíes con los nazis;FAVOR
